input_size,divide_and_conquer,brute_force
27840,0.000998331,0.299946592
27870,0.001039624,0.300814259
27900,0.001003628,0.301244994
27930,0.001004835,0.302155744
27960,0.001002646,0.303479100
27990,0.001046228,0.303315844
28020,0.001004880,0.303715938
28050,0.001007131,0.304562294
28080,0.001009399,0.305457145
28110,0.001015478,0.305581083
28140,0.001009142,0.306758674
28170,0.001008583,0.307156484
28200,0.001010381,0.307616450
28230,0.001012149,0.308292872
28260,0.001040018,0.308984111
28290,0.001009907,0.309934566
28320,0.001012606,0.310543699
28350,0.001012595,0.310798260
28380,0.001012483,0.312103453
28410,0.001011727,0.312222317
28440,0.001018818,0.313030114
28470,0.001016425,0.314256879
28500,0.001019096,0.315299306
28530,0.001045829,0.315063276
28560,0.001015160,0.315544304
28590,0.001015867,0.317342594
28620,0.001044862,0.317060156
28650,0.001020510,0.317377605
28680,0.001018433,0.318082925
28710,0.001021190,0.319653169
28740,0.001025595,0.319240538
28770,0.001025501,0.320021110
28800,0.001028666,0.321158928
28830,0.001064342,0.322861983
28860,0.001032305,0.322113067
28890,0.001034155,0.322978698
28920,0.001033071,0.324581900
28950,0.001042095,0.324114343
28980,0.001040802,0.324971469
29010,0.001044020,0.325600131
29040,0.001047064,0.326576129
29070,0.001048134,0.327102703
29100,0.001048206,0.327632013
29130,0.001049298,0.328651625
29160,0.001050238,0.328987802
29190,0.001051766,0.330116466
29220,0.001055010,0.330165864
29250,0.001056282,0.331529211
29280,0.001060274,0.331679404
29310,0.001057517,0.332869740
29340,0.001062063,0.333073605
29370,0.001063101,0.334839345
29400,0.001064787,0.334243151
29430,0.001065914,0.335130985
29460,0.001064577,0.336300592
29490,0.001068747,0.336249751
29520,0.001067799,0.337855868
29550,0.001072689,0.338666904
29580,0.001073980,0.338358053
29610,0.001072176,0.339180394
29640,0.001072170,0.340297306
29670,0.001073886,0.340347833
29700,0.001072895,0.341392753
29730,0.001104323,0.341790512
29760,0.001081327,0.342862865
29790,0.001081005,0.343787741
29820,0.001079949,0.344511053
29850,0.001086629,0.344621270
29880,0.001085082,0.346118010
29910,0.001089458,0.346154889
29940,0.001088537,0.347078057
29970,0.001085286,0.347710340
30000,0.001090214,0.347950086
